seat_height,seat_width,seat_depth,leg_count,leg_thickness,has_backrest,backrest_height,style_variant,label
0.6557707193831535,0.35625268880566674,0.4187573295922798,3,0.03697689642625719,0,0.0,2,2
0.6962670978670704,0.4863416334370874,0.4976231281122599,3,0.03148986097190352,0,0.0,0,2
0.602142115241345,0.3566339924209659,0.3997094126716621,5,0.0650662486795118,1,0.266132186612209,2,1
0.5112762832922652,0.5673250801982335,0.5397018417824417,3,0.06490696974941135,1,0.28336140250149255,0,1
0.7828852288827125,0.4341486362781567,0.3731864608450369,3,0.047948969024231416,1,0.38111780941006734,0,2
0.6918927146775271,0.48405702286367513,0.5932789409948427,4,0.03394000990392291,1,0.4488213992758985,2,2
0.7541806991747227,0.4404087565417441,0.398072147564165,3,0.03229121918278311,0,0.0,1,2
0.7940886082643032,0.5638294302537867,0.5666209166888174,4,0.043898680155504605,1,0.24879622914682545,1,2
0.4838028123085951,0.41674445551227834,0.5841636469281235,5,0.03357012547892742,0,0.0,2,3
0.6916507191801398,0.39085062344048205,0.44486386043941195,5,0.06440809792166566,0,0.0,2,2
0.5297130937661287,0.542078394398093,0.363984486887321,3,0.07025229003856072,1,0.28032226279271083,0,1
0.7652544496742181,0.49179501286962557,0.529478567679744,3,0.062771933264744,1,0.46540494616601075,2,2
0.5835407410349596,0.4162200416245131,0.41165687692349584,5,0.05694886448336452,1,0.4693468650807431,1,1
0.5447985774854445,0.5993314444972903,0.38458293622271394,4,0.03454547060868969,0,0.0,0,0
0.46113652773930447,0.38999550043061254,0.5201203033740818,5,0.03317638530759785,1,0.3787665285083385,1,1
0.6116457380396548,0.5927695944034045,0.5651949255586245,3,0.06401417051282593,0,0.0,2,0
0.7539153800516436,0.5377194498979024,0.5421496831643615,4,0.03557760867979382,1,0.24744732630340094,0,2
0.7815263710084321,0.5689632350945485,0.41584726268777267,5,0.06809810995260324,0,0.0,2,2
0.5193779165794532,0.5097373737165013,0.5022425528595431,3,0.0486956926295574,0,0.0,2,0
0.7813998990614012,0.5806085201545687,0.5796233735989256,5,0.046207802850233654,0,0.0,0,2
0.7716394465058469,0.569680469455796,0.5579163823402948,4,0.04197261551690294,0,0.0,2,2
0.7787797781191976,0.3714133630169697,0.4714976158291534,3,0.0788992246838667,0,0.0,0,2
