seat_height,seat_width,seat_depth,leg_count,leg_thickness,has_backrest,backrest_height,style_variant
1.368719585839351,0.6210058741576495,0.9282526636752932,-0.0061296653493283,0.3764127541553007,0.9997333688794092,0.1456052459904278,-1.233406100902432
-0.7492450067053421,-1.0996235319526448,0.8474722671613432,-0.0061296653493283,-1.1356229347331497,0.9997333688794092,0.9693960501649624,-1.233406100902432
-0.4868836445911271,-0.2194399210322156,0.4246827483038736,1.2198034045163737,-1.4172893498842072,0.9997333688794092,0.4349450212700803,-0.008979131111798
0.925135876372172,-0.8508515427741681,0.8819234490128754,1.2198034045163737,0.1092143324126092,0.9997333688794092,1.4196020640770723,-0.008979131111798
-0.9158837478718648,-0.9087381038454284,1.6147197132559328,-0.0061296653493283,1.3974561087987103,-1.000266702231705,-0.9433660118113022,-0.008979131111798
-0.2157961000810164,-1.5285373355428755,-0.3854298479422478,-1.2320627352150302,-0.6634285839345787,0.9997333688794092,1.2355367689299477,1.215447838678836
1.6786089498490564,-0.0208736397403959,-0.6306062029677059,-1.2320627352150302,-1.2626734741976506,0.9997333688794092,1.4062760940633665,1.215447838678836
-1.6900933027793037,0.0509410553129023,1.5623178920349945,1.2198034045163737,1.152773669015211,-1.000266702231705,-0.9433660118113022,-0.008979131111798
0.28745843122407,-0.6473002044470811,-0.238749694718815,-0.0061296653493283,0.5006498765971896,0.9997333688794092,0.3060118843035063,1.215447838678836
-1.1229258186643811,1.1229689570689725,-0.1181059024141758,1.2198034045163737,-0.9486395326087528,0.9997333688794092,0.5507812427603737,-0.008979131111798
-0.1956612109358308,-0.0975801210014856,-0.4134087372952897,-0.0061296653493283,0.7193575965543441,-1.000266702231705,-0.9433660118113022,1.215447838678836
0.2567861497452131,-0.4909081880694607,-1.6567780752986256,-0.0061296653493283,0.773454648921913,0.9997333688794092,0.2833964420387821,-0.008979131111798
0.2188267415009925,0.0250212378685249,0.0426305724535913,-0.0061296653493283,1.0232621660793242,0.9997333688794092,1.264338566590858,1.215447838678836
-0.6666171469433635,-0.1199231083254634,0.4286393716581436,1.2198034045163737,-0.0981753626839405,0.9997333688794092,1.2671886889863162,-0.008979131111798
1.2225209526432856,1.677206897682455,-1.2154824270623386,-1.2320627352150302,-0.8034121237119631,0.9997333688794092,1.579889423914558,-1.233406100902432
