seat_height,seat_width,seat_depth,leg_count,leg_thickness,has_backrest,backrest_height,style_variant,label
0.6557707193831535,0.3562526888056667,0.4187573295922798,3,0.0369768964262571,0,0.0,2,2
0.6962670978670704,0.4863416334370874,0.4976231281122599,3,0.0314898609719035,0,0.0,0,2
0.602142115241345,0.3566339924209659,0.3997094126716621,5,0.0650662486795118,1,0.266132186612209,2,1
0.5112762832922652,0.5673250801982335,0.5397018417824417,3,0.0649069697494113,1,0.2833614025014925,0,1
0.7828852288827125,0.4341486362781567,0.3731864608450369,3,0.0479489690242314,1,0.3811178094100673,0,2
0.6918927146775271,0.4840570228636751,0.5932789409948427,4,0.0339400099039229,1,0.4488213992758985,2,2
0.7541806991747227,0.4404087565417441,0.398072147564165,3,0.0322912191827831,0,0.0,1,2
0.7940886082643032,0.5638294302537867,0.5666209166888174,4,0.0438986801555046,1,0.2487962291468254,1,2
0.4838028123085951,0.4167444555122783,0.5841636469281235,5,0.0335701254789274,0,0.0,2,3
0.6916507191801398,0.390850623440482,0.4448638604394119,5,0.0644080979216656,0,0.0,2,2
0.5297130937661287,0.542078394398093,0.363984486887321,3,0.0702522900385607,1,0.2803222627927108,0,1
0.7652544496742181,0.4917950128696255,0.529478567679744,3,0.062771933264744,1,0.4654049461660107,2,2
0.5835407410349596,0.4162200416245131,0.4116568769234958,5,0.0569488644833645,1,0.4693468650807431,1,1
0.5447985774854445,0.5993314444972903,0.3845829362227139,4,0.0345454706086896,0,0.0,0,0
0.4611365277393044,0.3899955004306125,0.5201203033740818,5,0.0331763853075978,1,0.3787665285083385,1,1
0.6116457380396548,0.5927695944034045,0.5651949255586245,3,0.0640141705128259,0,0.0,2,0
0.7539153800516436,0.5377194498979024,0.5421496831643615,4,0.0355776086797938,1,0.2474473263034009,0,2
0.7815263710084321,0.5689632350945485,0.4158472626877726,5,0.0680981099526032,0,0.0,2,2
0.5193779165794532,0.5097373737165013,0.5022425528595431,3,0.0486956926295574,0,0.0,2,0
0.7813998990614012,0.5806085201545687,0.5796233735989256,5,0.0462078028502336,0,0.0,0,2
