accuracy,loss,val_accuracy,val_loss
0.7395238280296326,0.6552547216415405,0.8973333239555359,0.2953713834285736
0.9219047427177429,0.22404856979846954,0.9453333616256714,0.16485632956027985
0.9535238146781921,0.14400368928909302,0.9715555310249329,0.11529688537120819
0.9677143096923828,0.10743017494678497,0.9808889031410217,0.08772636204957962
0.9745714068412781,0.08597755432128906,0.9800000190734863,0.07309423387050629
0.9800000190734863,0.07195403426885605,0.9853333234786987,0.06343036144971848
0.9826666712760925,0.062491610646247864,0.9857777953147888,0.05707202106714249
0.9843809604644775,0.05538368597626686,0.9871110916137695,0.050629083067178726
0.9852380752563477,0.05020185932517052,0.9853333234786987,0.047270990908145905
0.9860000014305115,0.04677077382802963,0.9862222075462341,0.04401978477835655
